Peer Name,IPv4,ASN,IPv6,Speed (Gbps),Internet Exchange
Telkom SA,196.60.9.107,5713,2001:43f8:6d0::9:107,300,NAPAfrica IX Johannesburg
Telkom SA,196.60.70.181,5713,2001:43f8:6d1::181,100,NAPAfrica IX Cape Town
Telkom SA,196.223.30.11,5713,2001:43f8:1f2::11,10,DINX
Telkom SA,196.10.141.128,5713,2001:43f8:6d2::128,10,NAPAfrica IX Durban
TELMA,196.60.9.112,37054,2001:43f8:6d0::9:112,30,NAPAfrica IX Johannesburg
Telone Zimbabwe,196.60.10.78,37204,2001:43f8:6d0::10:78,30,NAPAfrica IX Johannesburg
Telone Zimbabwe,196.60.9.245,37204,2001:43f8:6d0::9:245,30,NAPAfrica IX Johannesburg
Telone Zimbabwe,196.60.71.13,37204,2001:43f8:6d1::71:13,10,NAPAfrica IX Cape Town
Telsense,196.60.9.32,329035,2001:43f8:6d0::9:32,10,NAPAfrica IX Johannesburg
Telsense,196.60.71.110,329035,2001:43f8:6d1::71:110,1,NAPAfrica IX Cape Town
Telviva (Pty) Ltd,196.60.70.14,37479,,1,NAPAfrica IX Cape Town
Telviva (Pty) Ltd,196.60.70.64,37479,,1,NAPAfrica IX Cape Town
Telviva (Pty) Ltd,196.10.141.95,37479,,1,NAPAfrica IX Durban
Telviva (Pty) Ltd,196.10.141.195,37479,,1,NAPAfrica IX Durban
Telviva (Pty) Ltd,196.60.8.207,37479,,1,NAPAfrica IX Johannesburg
Telviva (Pty) Ltd,196.60.8.206,37479,,1,NAPAfrica IX Johannesburg
TenacIT Solutions,196.60.9.244,328210,2001:43f8:6d0::9:244,10,NAPAfrica IX Johannesburg
TenacIT Solutions,196.60.9.69,328210,2001:43f8:6d0::9:69,10,NAPAfrica IX Johannesburg
TenacIT Solutions,196.60.70.244,328210,2001:43f8:6d1::244,1,NAPAfrica IX Cape Town
TenacIT Solutions,196.60.70.144,328210,2001:43f8:6d1::144,1,NAPAfrica IX Cape Town
Teraco Data Environments,196.10.141.165,37599,2001:43f8:6d2::165,100,NAPAfrica IX Durban
Teraco Data Environments,196.60.70.39,37599,2001:43f8:6d1::39,10,NAPAfrica IX Cape Town
Teraco Data Environments,196.10.141.200,37599,2001:43f8:6d2::200,10,NAPAfrica IX Durban
Teraco Data Environments,196.60.8.200,37599,2001:43f8:6d0::200,10,NAPAfrica IX Johannesburg
Teraco Data Environments,196.46.25.24,37599,,10,NAPAfrica MAPS Cape Town
Teraco Data Environments,196.46.25.144,37599,,10,NAPAfrica MAPS Johannesburg
Tertiary Education and Research Network of South Africa,196.60.71.159,2018,2001:43f8:6d1::71:159,100,NAPAfrica IX Cape Town
Tertiary Education and Research Network of South Africa,196.60.8.216,2018,2001:43f8:6d0::216,100,NAPAfrica IX Johannesburg
Tertiary Education and Research Network of South Africa,196.60.70.67,2018,2001:43f8:6d1::67,20,NAPAfrica IX Cape Town
Tertiary Education and Research Network of South Africa,196.223.22.33,2018,2001:43f8:1f1::33,10,CINX
Tertiary Education and Research Network of South Africa,196.223.30.33,2018,2001:43f8:1f2::33,10,DINX
Tertiary Education and Research Network of South Africa,196.60.96.33,2018,2001:43f8:1f0::33,10,JINX
Tertiary Education and Research Network of South Africa,196.10.141.216,2018,2001:43f8:6d2::216,10,NAPAfrica IX Durban
TF Telecoms,196.60.71.63,328820,2001:43f8:6d1::71:63,10,NAPAfrica IX Cape Town
TF Telecoms,196.60.10.162,328820,2001:43f8:6d0::10:162,10,NAPAfrica IX Johannesburg
TF Telecoms,196.60.10.125,328820,2001:43f8:6d0::10:125,10,NAPAfrica IX Johannesburg
TFyreIT,196.60.71.11,37724,2001:43f8:6d1::71:11,10,NAPAfrica IX Cape Town
TFyreIT,196.60.10.54,37724,2001:43f8:6d0::10:54,10,NAPAfrica IX Johannesburg
Thales/Imperva,196.60.71.75,19551,2001:43f8:6d1::71:75,10,NAPAfrica IX Cape Town
Thales/Imperva,196.60.9.87,19551,2001:43f8:6d0::9:87,10,NAPAfrica IX Johannesburg
The Cloud Crew,196.60.70.106,328446,2001:43f8:6d1::106,10,NAPAfrica IX Cape Town
The Cloud Crew,196.60.71.5,328446,2001:43f8:6d1::71:5,10,NAPAfrica IX Cape Town
The Cloud Crew,196.60.9.205,328446,2001:43f8:6d0::9:205,10,NAPAfrica IX Johannesburg
The Computer Hut,196.60.70.116,328178,2001:43f8:6d1::116,10,NAPAfrica IX Cape Town
The Computer Hut,196.60.70.235,328178,2001:43f8:6d1::235,10,NAPAfrica IX Cape Town
The Computer Hut,196.60.10.112,328178,2001:43f8:6d0::10:112,10,NAPAfrica IX Johannesburg
The Computer Shop Plett,196.60.70.50,328464,2001:43f8:6d1::50,10,NAPAfrica IX Cape Town
The Computer Shop Plett,196.60.71.19,328464,2001:43f8:6d1::71:19,10,NAPAfrica IX Cape Town
The Computer Shop Plett,196.60.10.94,328464,2001:43f8:6d0::10:94,10,NAPAfrica IX Johannesburg
The Constant Company,196.60.97.11,20473,2001:43f8:1f0::1:11,10,JINX
The Constant Company,196.60.10.191,20473,2001:43f8:6d0::10:191,10,NAPAfrica IX Johannesburg
The Packet Hub,196.60.9.117,37412,2001:43f8:6d0::9:117,10,NAPAfrica IX Johannesburg
The Packet Hub,196.60.9.118,37412,2001:43f8:6d0::9:118,10,NAPAfrica IX Johannesburg
ThoughtExpress Semantic Technology,196.60.70.91,37691,2001:43f8:6d1::91,0.1,NAPAfrica IX Cape Town
Tiggee,196.60.10.62,16552,2001:43f8:6d0::10:62,20,NAPAfrica IX Johannesburg
Togocom,196.60.10.9,24691,2001:43f8:6d0::10:9,30,NAPAfrica IX Johannesburg
TooMuchWifi,196.60.10.71,328480,2001:43f8:6d0::10:71,100,NAPAfrica IX Johannesburg
TooMuchWifi,196.60.96.208,328480,2001:43f8:1f0::208,20,JINX
TooMuchWifi,196.223.22.208,328480,2001:43f8:1f1::208,10,CINX
TooMuchWifi,196.223.23.208,328480,2001:43f8:1f1::1:208,10,CINX
TooMuchWifi,196.60.71.73,328480,2001:43f8:6d1::71:73,10,NAPAfrica IX Cape Town
TooMuchWifi,196.60.70.233,328480,2001:43f8:6d1::233,10,NAPAfrica IX Cape Town
TOUCHNET TELECOMMUNICATIONS CC,196.60.10.10,328548,2001:43f8:6d0::10:10,10,NAPAfrica IX Johannesburg
TOUCHNET TELECOMMUNICATIONS CC,196.60.10.184,328548,2001:43f8:6d0::10:184,1,NAPAfrica IX Johannesburg
Tracker Connect,196.60.97.47,328417,,10,JINX
Tracker Connect,196.60.9.5,328417,,10,NAPAfrica IX Johannesburg
Tracker Connect,196.60.9.4,328417,,10,NAPAfrica IX Johannesburg
Tracker Connect,196.60.10.64,328417,,10,NAPAfrica IX Johannesburg
TRADESWITCH,196.60.9.62,329136,2001:43f8:6d0::9:62,20,NAPAfrica IX Johannesburg
Triqa Wifi,196.60.71.118,328749,,10,NAPAfrica IX Cape Town
Triqa Wifi,196.60.10.91,328749,,10,NAPAfrica IX Johannesburg
Trusc,196.60.71.31,327804,2001:43f8:6d1::71:31,10,NAPAfrica IX Cape Town
Trusc,196.60.70.48,327804,2001:43f8:6d1::48,10,NAPAfrica IX Cape Town
Trusc,196.60.8.221,327804,2001:43f8:6d0::221,10,NAPAfrica IX Johannesburg
TSSL1,196.60.70.251,328544,2001:43f8:6d1::251,10,NAPAfrica IX Cape Town
TSSL1,196.60.70.133,328544,2001:43f8:6d1::133,10,NAPAfrica IX Cape Town
TSSL1,196.60.10.76,328544,2001:43f8:6d0::10:76,10,NAPAfrica IX Johannesburg
TTCL Corporation,196.60.9.40,33765,2001:43f8:6d0::9:40,100,NAPAfrica IX Johannesburg
TVCabo Mozambique,196.60.10.203,25139,,20,NAPAfrica IX Johannesburg
TWC Hosting,196.223.30.187,328631,2001:43f8:1f2::187,10,DINX
TWC Hosting,196.60.96.187,328631,2001:43f8:1f0::187,10,JINX
TWC Hosting,196.10.141.125,328631,2001:43f8:6d2::125,10,NAPAfrica IX Durban
TWC Hosting,196.10.141.33,328631,2001:43f8:6d2::33,10,NAPAfrica IX Durban
TWC Hosting,196.60.9.78,328631,2001:43f8:6d0::9:78,10,NAPAfrica IX Johannesburg
TWC Hosting,196.60.10.72,328631,2001:43f8:6d0::10:72,10,NAPAfrica IX Johannesburg
TWK Communications,196.60.70.108,328167,,10,NAPAfrica IX Cape Town
TWK Communications,196.223.22.218,328167,,1,CINX
UbuntuNet,196.60.11.41,36944,2001:43f8:6d0::11:41,10,NAPAfrica IX Johannesburg
UbuntuNet,196.60.8.231,36944,2001:43f8:6d0::231,10,NAPAfrica IX Johannesburg
Ultimate Linux Solutions,196.60.71.126,327767,2001:43f8:6d1::71:126,10,NAPAfrica IX Cape Town
Ultimate Linux Solutions,196.60.71.127,327767,2001:43f8:6d1::71:127,10,NAPAfrica IX Cape Town
Ultimate Linux Solutions,196.60.9.86,327767,2001:43f8:6d0::9:86,10,NAPAfrica IX Johannesburg
Ultimate Linux Solutions,196.60.9.158,327767,2001:43f8:6d0::9:158,10,NAPAfrica IX Johannesburg
Ultimate Linux Solutions,196.60.96.202,327767,2001:43f8:1f0::202,1,JINX
Umbrella Corporation ZA,196.60.97.58,329414,,10,JINX
Umbrella Corporation ZA,196.60.8.78,329414,,10,NAPAfrica IX Johannesburg
Unitel SA,196.60.71.25,37119,2001:43f8:6d1::71:25,30,NAPAfrica IX Cape Town
Unitel SA,196.60.11.18,37119,2001:43f8:6d0::11:18,10,NAPAfrica IX Johannesburg
UNIWISP,196.60.8.39,328106,,10,NAPAfrica IX Johannesburg
Urbanwave Internet,196.60.71.90,328745,2001:43f8:6d1::71:90,10,NAPAfrica IX Cape Town
Urbanwave Internet,196.60.8.103,328745,2001:43f8:6d0::103,10,NAPAfrica IX Johannesburg
Urbanwave Internet,196.60.10.103,328745,2001:43f8:6d0::10:103,10,NAPAfrica IX Johannesburg
Utande Internet Services,196.60.9.45,37183,2001:43f8:6d0::9:45,20,NAPAfrica IX Johannesburg
Vaal Networking Consultants,196.60.9.150,328399,2001:43f8:6d0::9:150,10,NAPAfrica IX Johannesburg
VAIMO,196.60.10.221,329042,,10,NAPAfrica IX Johannesburg
VAIMO,196.60.10.220,329042,,10,NAPAfrica IX Johannesburg
Valve Corporation,196.60.9.21,32590,2001:43f8:6d0::9:21,100,NAPAfrica IX Johannesburg
Valve Corporation,196.60.9.22,32590,2001:43f8:6d0::9:22,100,NAPAfrica IX Johannesburg
Vanilla,196.60.70.70,37199,2001:43f8:6d1::70,20,NAPAfrica IX Cape Town
Vanilla,196.223.22.57,37199,2001:43f8:1f1::57,10,CINX
Vanilla,196.60.70.84,37199,2001:43f8:6d1::84,10,NAPAfrica IX Cape Town
Vanilla,196.60.8.21,37199,2001:43f8:6d0::21,10,NAPAfrica IX Johannesburg
VanillaTech,196.60.10.56,328698,2001:43f8:6d0::10:56,10,NAPAfrica IX Johannesburg
Velocity Trade Financial Services,196.60.9.201,328209,,10,NAPAfrica IX Johannesburg
Velocity Trade Financial Services,196.60.9.179,328209,,10,NAPAfrica IX Johannesburg
VENTURE INTERNET,196.223.30.194,328925,2001:43f8:1f2::194,10,DINX
VENTURE INTERNET,196.10.141.68,328925,2001:43f8:6d2::68,10,NAPAfrica IX Durban
VeriSign Global Registry Services,196.60.70.93,26415,2001:43f8:6d1::93,1,NAPAfrica IX Cape Town
VeriSign Global Registry Services,196.60.8.93,26415,2001:43f8:6d0::93,1,NAPAfrica IX Johannesburg
VEZA ICT,196.60.97.59,329202,2001:43f8:1f0::1:59,10,JINX
VEZA ICT,196.60.10.17,329202,2001:43f8:6d0::10:17,10,NAPAfrica IX Johannesburg
Viettel Tanzania PLC,196.60.9.193,327885,,10,NAPAfrica IX Johannesburg
Village Operator,196.60.9.229,328373,2001:43f8:6d0::9:229,20,NAPAfrica IX Johannesburg
Village Operator,196.60.70.249,328373,2001:43f8:6d1::249,10,NAPAfrica IX Cape Town
Virtual Technologies and Solutions,196.60.70.237,37721,2001:43f8:6d1::237,100,NAPAfrica IX Cape Town
Virtual Technologies and Solutions,196.60.9.230,37721,2001:43f8:6d0::9:230,100,NAPAfrica IX Johannesburg
Viva Telecoms,196.223.30.125,328337,2001:43f8:1f2::125,10,DINX
Viva Telecoms,196.10.141.17,328337,2001:43f8:6d2::17,10,NAPAfrica IX Durban
Viva Telecoms,196.60.9.142,328337,2001:43f8:6d0::9:142,10,NAPAfrica IX Johannesburg
Viva Telecoms,196.60.71.34,328337,2001:43f8:6d1::71:34,1,NAPAfrica IX Cape Town
VOConnect,196.60.70.230,37276,,10,NAPAfrica IX Cape Town
VOConnect,196.60.8.99,37276,,10,NAPAfrica IX Johannesburg
VOConnect,196.60.8.98,37276,,10,NAPAfrica IX Johannesburg
Vodacom,196.60.8.195,36994,2001:43f8:6d0::195,200,NAPAfrica IX Johannesburg
Vodacom,196.60.9.195,36994,2001:43f8:6d0::9:195,200,NAPAfrica IX Johannesburg
Vodacom,196.223.22.73,36994,2001:43f8:1f1::73,100,CINX
Vodacom,196.60.96.73,36994,2001:43f8:1f0::73,100,JINX
Vodacom,196.60.96.228,36994,2001:43f8:1f0::228,100,JINX
Vodacom,196.60.71.10,36994,2001:43f8:6d1::71:10,100,NAPAfrica IX Cape Town
Vodacom,196.60.70.12,36994,2001:43f8:6d1::12,100,NAPAfrica IX Cape Town
Vodacom,196.10.141.12,36994,2001:43f8:6d2::12,30,NAPAfrica IX Durban
Vodacom,196.223.30.73,36994,2001:43f8:1f2::73,10,DINX
Voimar,196.60.9.65,328199,,10,NAPAfrica IX Johannesburg
VOIPTECH,196.60.9.97,328223,2001:43f8:6d0::9:97,10,NAPAfrica IX Johannesburg
Voizacom,196.60.9.156,328361,,1,NAPAfrica IX Johannesburg
Vox Telecom,196.60.70.69,11845,2001:43f8:6d1::69,200,NAPAfrica IX Cape Town
Vox Telecom,196.60.70.17,11845,2001:43f8:6d1::17,200,NAPAfrica IX Cape Town
Vox Telecom,196.60.8.214,11845,2001:43f8:6d0::214,200,NAPAfrica IX Johannesburg
Vox Telecom,196.60.8.146,11845,2001:43f8:6d0::e,200,NAPAfrica IX Johannesburg
Vox Telecom,196.60.96.20,11845,2001:43f8:1f0::20,100,JINX
Vox Telecom,196.60.96.21,11845,2001:43f8:1f0::21,100,JINX
Vox Telecom,196.223.22.21,11845,2001:43f8:1f1::21,20,CINX
Vox Telecom,196.10.141.82,11845,2001:43f8:6d2::82,20,NAPAfrica IX Durban
Vox Telecom,196.10.141.78,11845,2001:43f8:6d2::78,20,NAPAfrica IX Durban
Vox Telecom,196.223.30.21,11845,2001:43f8:1f2::21,10,DINX
VTS Communications,196.60.71.48,328837,,10,NAPAfrica IX Cape Town
Vumacam (Pty) Ltd,196.60.11.50,329290,2001:43f8:6d0::11:50,10,NAPAfrica IX Johannesburg
Vumacam (Pty) Ltd,196.60.11.51,329290,2001:43f8:6d0::11:51,10,NAPAfrica IX Johannesburg
Vumacam (Pty) Ltd,196.46.25.197,329290,,10,NAPAfrica MAPS Johannesburg
Vumacam (Pty) Ltd,196.46.25.198,329290,,10,NAPAfrica MAPS Johannesburg
Vumatel,196.223.22.26,328829,2001:43f8:1f1::26,10,CINX
Vumatel,196.223.30.26,328829,2001:43f8:1f2::26,10,DINX
Vumatel,196.60.96.26,328829,2001:43f8:1f0::26,10,JINX
Vumatel,196.60.71.41,328829,2001:43f8:6d1::71:41,10,NAPAfrica IX Cape Town
Vumatel,196.10.141.60,328829,2001:43f8:6d2::60,10,NAPAfrica IX Durban
Vumatel,196.60.10.131,328829,2001:43f8:6d0::10:131,10,NAPAfrica IX Johannesburg
Vumatel,196.46.25.162,328829,,10,NAPAfrica MAPS Johannesburg
Vumatel,196.60.120.26,328829,2001:43f8:690::26,10,NMBINX
Wan4u,196.60.96.224,328747,2001:43f8:1f0::224,10,JINX
Wan4u,196.60.10.95,328747,2001:43f8:6d0::10:95,10,NAPAfrica IX Johannesburg
Wan4u,196.60.10.93,328747,2001:43f8:6d0::10:93,10,NAPAfrica IX Johannesburg
We Do Wireless,196.60.71.51,328806,2001:43f8:6d1::71:51,10,NAPAfrica IX Cape Town
We Do Wireless,196.223.22.192,328806,2001:43f8:1f1::192,1,CINX
Web sQuad Connect,196.60.9.37,328137,2001:43f8:6d0::9:37,20,NAPAfrica IX Johannesburg
Web sQuad Connect,196.60.9.137,328137,2001:43f8:6d0::9:137,20,NAPAfrica IX Johannesburg
Web sQuad Connect,196.223.30.138,328137,2001:43f8:1f2::138,10,DINX
Web sQuad Connect,196.60.96.138,328137,2001:43f8:1f0::138,10,JINX
Web sQuad Connect,196.60.70.216,328137,2001:43f8:6d1::216,10,NAPAfrica IX Cape Town
Web sQuad Connect,196.60.70.137,328137,2001:43f8:6d1::137,10,NAPAfrica IX Cape Town
Web sQuad Connect,196.10.141.37,328137,2001:43f8:6d2::37,10,NAPAfrica IX Durban
Web sQuad Connect,196.223.22.138,328137,2001:43f8:1f1::138,1,CINX
Web Telecom Services (PTY) Ltd,196.60.10.185,328029,2001:43f8:6d0::10:185,100,NAPAfrica IX Johannesburg
Web Telecom Services (PTY) Ltd,196.60.71.122,328029,2001:43f8:6d1::71:122,10,NAPAfrica IX Cape Town
Web Telecom Services (PTY) Ltd,196.223.23.25,328029,2001:43f8:1f1::1:25,1,CINX
Web4Africa,196.60.71.153,327813,2001:43f8:6d1::71:153,10,NAPAfrica IX Cape Town
Web4Africa,196.60.8.176,327813,2001:43f8:6d0::176,10,NAPAfrica IX Johannesburg
Webmasters,196.60.9.84,37697,2001:43f8:6d0::9:84,20,NAPAfrica IX Johannesburg
WECOM,196.223.23.69,37731,2001:43f8:1f1::1:69,10,CINX
WECOM,196.223.31.69,37731,2001:43f8:1f2::1:69,10,DINX
WECOM,196.60.97.48,37731,2001:43f8:1f0::1:48,10,JINX
WECOM,196.60.71.97,37731,2001:43f8:6d1::71:97,10,NAPAfrica IX Cape Town
WECOM,196.10.141.124,37731,2001:43f8:6d2::124,10,NAPAfrica IX Durban
WECOM,196.60.11.67,37731,2001:43f8:6d0::11:67,10,NAPAfrica IX Johannesburg
WECOM,196.60.10.176,37731,2001:43f8:6d0::10:176,10,NAPAfrica IX Johannesburg
WEDOS Global,196.60.11.13,208414,2001:43f8:6d0::11:13,10,NAPAfrica IX Johannesburg
WELINK HOLDINGS,196.60.11.28,329038,2001:43f8:6d0::11:28,10,NAPAfrica IX Johannesburg
WELINK HOLDINGS,196.60.11.27,329038,2001:43f8:6d0::11:27,10,NAPAfrica IX Johannesburg
Weltel,196.60.9.77,328173,,1,NAPAfrica IX Johannesburg
Weltel,196.60.10.183,328173,2001:43f8:6d0::10:183,1,NAPAfrica IX Johannesburg
Werners World of Wireless,196.60.11.38,328963,,10,NAPAfrica IX Johannesburg
WIA Tanzania,196.60.10.134,36965,2001:43f8:6d0::10:134,1,NAPAfrica IX Johannesburg
WiberSolutions,196.60.70.131,328278,2001:43f8:6d1::131,10,NAPAfrica IX Cape Town
WiberSolutions,196.60.9.175,328278,2001:43f8:6d0::9:175,10,NAPAfrica IX Johannesburg
WiFi Resources (Pty) Ltd,196.60.9.54,328036,,10,NAPAfrica IX Johannesburg
WIOCC,196.60.8.232,37662,2001:43f8:6d0::232,300,NAPAfrica IX Johannesburg
WIOCC,196.60.70.232,37662,2001:43f8:6d1::232,200,NAPAfrica IX Cape Town
WIOCC,196.10.141.232,37662,2001:43f8:6d2::232,100,NAPAfrica IX Durban
Wired Tech,196.60.8.201,328719,2001:43f8:6d0::201,10,NAPAfrica IX Johannesburg
Wired Tech,196.60.10.102,328719,2001:43f8:6d0::10:102,10,NAPAfrica IX Johannesburg
WirelessONE,196.60.10.202,328931,,10,NAPAfrica IX Johannesburg
Wirelexx,196.10.141.112,328444,,10,NAPAfrica IX Durban
Wirelexx,196.60.9.207,328444,,10,NAPAfrica IX Johannesburg
Wirelexx,196.60.96.167,328444,,1,JINX
Wirulink Pty Ltd,196.60.8.91,37564,2001:43f8:6d0::91,30,NAPAfrica IX Johannesburg
Wirulink Pty Ltd,196.60.70.132,37564,2001:43f8:6d1::132,10,NAPAfrica IX Cape Town
Wirulink Pty Ltd,196.10.141.132,37564,2001:43f8:6d2::132,10,NAPAfrica IX Durban
Wirulink Pty Ltd,196.60.9.91,37564,2001:43f8:6d0::9:91,10,NAPAfrica IX Johannesburg
Wiza Solutions,196.223.23.31,328767,2001:43f8:1f1::1:31,10,CINX
Wiza Solutions,196.60.71.27,328767,2001:43f8:6d1::71:27,10,NAPAfrica IX Cape Town
Wiza Solutions,196.60.10.149,328767,2001:43f8:6d0::10:149,10,NAPAfrica IX Johannesburg
Workonline Communications,196.60.8.178,37271,2001:43f8:6d0::178,100,NAPAfrica IX Johannesburg
Workonline Communications,196.60.8.142,37271,2001:43f8:6d0::19,100,NAPAfrica IX Johannesburg
Workonline Communications,196.60.70.10,37271,2001:43f8:6d1::19,30,NAPAfrica IX Cape Town
Workonline Communications,196.60.70.29,37271,2001:43f8:6d1::29,30,NAPAfrica IX Cape Town
Workonline Communications,196.60.96.162,37271,2001:43f8:1f0::162,20,JINX
Workonline Communications,196.223.22.62,37271,2001:43f8:1f1::62,10,CINX
Workonline Communications,196.223.30.162,37271,2001:43f8:1f2::162,10,DINX
Workonline Communications,196.223.30.62,37271,2001:43f8:1f2::62,10,DINX
Workonline Communications,196.10.141.76,37271,2001:43f8:6d2::76,10,NAPAfrica IX Durban
Workonline Communications,196.10.141.45,37271,2001:43f8:6d2::45,10,NAPAfrica IX Durban
World Sports Betting Services,196.60.10.39,328644,2001:43f8:6d0::10:39,10,NAPAfrica IX Johannesburg
World Sports Betting Services,196.60.10.40,328644,2001:43f8:6d0::10:40,10,NAPAfrica IX Johannesburg
WTBTS-ZAF,196.60.8.54,327889,2001:43f8:6d0::54,1,NAPAfrica IX Johannesburg
WTTX Communications,196.60.96.161,328270,2001:43f8:1f0::161,10,JINX
WTTX Communications,196.60.70.189,328270,2001:43f8:6d1::189,10,NAPAfrica IX Cape Town
WTTX Communications,196.60.10.104,328270,2001:43f8:6d0::10:104,10,NAPAfrica IX Johannesburg
WTTX Communications,196.60.9.92,328270,2001:43f8:6d0::9:92,10,NAPAfrica IX Johannesburg
X-Dsl Networking Solutions,196.223.22.49,36916,2001:43f8:1f1::49,10,CINX
X-Dsl Networking Solutions,196.223.30.49,36916,2001:43f8:1f2::49,10,DINX
X-Dsl Networking Solutions,196.60.96.89,36916,2001:43f8:1f0::89,10,JINX
X-Dsl Networking Solutions,196.60.96.49,36916,2001:43f8:1f0::49,10,JINX
X-Dsl Networking Solutions,196.60.96.114,36916,2001:43f8:1f0::114,10,JINX
X-Dsl Networking Solutions,196.60.70.5,36916,2001:43f8:6d1::5,10,NAPAfrica IX Cape Town
X-Dsl Networking Solutions,196.60.8.169,36916,2001:43f8:6d0::169,10,NAPAfrica IX Johannesburg
X-Dsl Networking Solutions,196.60.9.169,36916,2001:43f8:6d0::9:169,10,NAPAfrica IX Johannesburg
X-Dsl Networking Solutions,196.10.141.184,36916,2001:43f8:6d2::184,1,NAPAfrica IX Durban
xneelo (Formerly Hetzner SA),196.60.96.98,37153,2001:43f8:1f0::98,100,JINX
xneelo (Formerly Hetzner SA),196.60.96.99,37153,2001:43f8:1f0::99,100,JINX
xneelo (Formerly Hetzner SA),196.223.22.99,37153,2001:43f8:1f1::99,10,CINX
xneelo (Formerly Hetzner SA),196.223.22.98,37153,2001:43f8:1f1::98,10,CINX
xneelo (Formerly Hetzner SA),196.60.70.20,37153,2001:43f8:6d1::20,10,NAPAfrica IX Cape Town
xneelo (Formerly Hetzner SA),196.60.70.21,37153,2001:43f8:6d1::21,10,NAPAfrica IX Cape Town
xneelo (Formerly Hetzner SA),196.60.9.24,37153,2001:43f8:6d0::9:24,10,NAPAfrica IX Johannesburg
xneelo (Formerly Hetzner SA),196.60.9.23,37153,2001:43f8:6d0::9:23,10,NAPAfrica IX Johannesburg
Xnext,196.60.10.181,328822,2001:43f8:6d0::10:181,1,NAPAfrica IX Johannesburg
XON Systems (Pty) Ltd,196.60.8.162,327850,,1,NAPAfrica IX Johannesburg
XON Systems (Pty) Ltd,196.60.8.254,327850,,1,NAPAfrica IX Johannesburg
Xpedite,196.60.10.88,328720,2001:43f8:6d0::10:88,10,NAPAfrica IX Johannesburg
Xpedite,196.60.10.89,328720,2001:43f8:6d0::10:89,10,NAPAfrica IX Johannesburg
xpoundit,196.60.70.226,39892,2001:43f8:6d1::226,10,NAPAfrica IX Cape Town
xpoundit,196.60.70.227,39892,2001:43f8:6d1::227,10,NAPAfrica IX Cape Town
xpoundit,196.60.10.101,39892,2001:43f8:6d0::10:101,10,NAPAfrica IX Johannesburg
xpoundit,196.60.9.234,39892,2001:43f8:6d0::9:234,10,NAPAfrica IX Johannesburg
Xtranet Internet Services,196.223.30.222,37519,2001:43f8:1f2::222,1,DINX
Xtranet Internet Services,196.10.141.80,37519,2001:43f8:6d2::80,1,NAPAfrica IX Durban
Xtranet Internet Services,196.60.8.168,37519,2001:43f8:6d0::168,1,NAPAfrica IX Johannesburg
Yahoo!,196.60.9.72,10310,2001:43f8:6d0::9:72,10,NAPAfrica IX Johannesburg
Yahoo!,196.60.9.73,10310,2001:43f8:6d0::9:73,10,NAPAfrica IX Johannesburg
Your Communications,196.223.30.151,328441,2001:43f8:1f2::151,10,DINX
Your Communications,196.10.141.107,328441,2001:43f8:6d2::107,10,NAPAfrica IX Durban
Your Communications,196.60.8.220,328441,2001:43f8:6d0::220,10,NAPAfrica IX Johannesburg
Your Communications,196.60.70.209,328441,2001:43f8:6d1::209,1,NAPAfrica IX Cape Town
Your Communications,196.10.141.186,328441,2001:43f8:6d2::186,1,NAPAfrica IX Durban
Your Communications,196.60.9.209,328441,2001:43f8:6d0::9:209,1,NAPAfrica IX Johannesburg
ZA Central Registry,196.60.96.29,6968,2001:43f8:1f0::29,10,JINX
ZA Central Registry,196.60.8.194,6968,2001:43f8:6d0::16,10,NAPAfrica IX Johannesburg
ZANOG,196.223.22.239,328365,2001:43f8:1f1::239,100,CINX
ZANOG,196.223.30.239,328365,2001:43f8:1f2::239,100,DINX
ZANOG,196.60.120.239,328365,2001:43f8:690::239,20,NMBINX
ZANOG,196.60.96.239,328365,2001:43f8:1f0::239,10,JINX
ZAP-Angola,196.60.71.99,37645,2001:43f8:6d1::71:99,10,NAPAfrica IX Cape Town
ZAP-Angola,196.60.11.59,37645,2001:43f8:6d0::11:59,10,NAPAfrica IX Johannesburg
Zenlayer Inc,196.60.9.57,21859,2001:43f8:6d0::9:57,100,NAPAfrica IX Johannesburg
ZING FIBRE,196.223.30.241,329541,2001:43f8:1f2::241,10,DINX
ZING FIBRE,196.60.96.241,329541,2001:43f8:1f0::241,10,JINX
ZING FIBRE,196.10.141.146,329541,2001:43f8:6d2::146,10,NAPAfrica IX Durban
ZING FIBRE,196.60.11.90,329541,2001:43f8:6d0::11:90,10,NAPAfrica IX Johannesburg
ZINIA,196.60.9.219,37653,,10,NAPAfrica IX Johannesburg
Zonke Wifi,196.60.9.157,328426,2001:43f8:6d0::9:157,10,NAPAfrica IX Johannesburg
Zscaler AS62044,196.60.10.113,62044,,100,NAPAfrica IX Johannesburg
Zscaler AS62044,196.60.10.114,62044,,100,NAPAfrica IX Johannesburg
Zscaler AS62044,196.60.71.115,62044,,20,NAPAfrica IX Cape Town
Zscaler AS62044,196.60.71.117,62044,,20,NAPAfrica IX Cape Town
ZTEL,196.10.141.158,328760,2001:43f8:6d2::158,10,NAPAfrica IX Durban
ZTEL,196.10.141.157,328760,2001:43f8:6d2::157,10,NAPAfrica IX Durban
ZTEL,196.60.11.74,328760,,10,NAPAfrica IX Johannesburg
